tab	specimens
aniso_f	aniso_l	aniso_p	aniso_s	aniso_s_n_measurements	aniso_t	aniso_type	azimuth	citations	contribution_id	critical_temp	critical_temp_high	critical_temp_low	critical_temp_mineral	critical_temp_type	description	dip	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	hyst_bc	hyst_bc_offset	hyst_bcr	hyst_loop	hyst_mr_mass	hyst_ms_mass	hyst_xhf	igsn	igsn_parent	instrument_codes	int_corr	meas_orient_phi	meas_orient_theta	meas_step_max	meas_step_min	meas_step_unit	meas_temp	method_codes	mineral_type	rem_hirm_mass	rem_sratio	rem_sratio_back	rem_sratio_forward	result_quality	row_id	sample	software_packages	specimen	synthetic_alternatives	volume	weight
								This study									lc	10.6	277.5	76.4	3.3	2.0	4.0	-1.0	NED18-6b_LP-DIR-AF										hargrave 2018-10-07 07:08:11	u			0.0125	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED18-6	pmagpy-4.2.25: demag_gui	NED18-6b			
								This study									mc	2.7	115.4	80.4	1.4	2.0	9.0	0.0	NED18-6b_LP-DIR-AF										hargrave 2018-10-07 07:08:11	u			0.08	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED18-6	pmagpy-4.2.25: demag_gui	NED18-6b			
								This study									lc	10.6	269.1	57.5	3.3	2.0	4.0	0.0	NED18-6b_LP-DIR-AF										hargrave 2018-10-07 07:08:11	u			0.0125	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED18-6	pmagpy-4.2.25: demag_gui	NED18-6b			
								This study																																			LP-NOMAG								NED18-6		NED18-6b			
								This study									lc	55.2	233.2	3.8	3.1	2.0	5.0	-1.0	NED18-7b_LP-DIR-AF										hargrave 2018-10-07 07:54:15	u			0.0075	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED18-7	pmagpy-4.2.25: demag_gui	NED18-7b			
								This study									mc	2.0	146.9	48.4	2.0	2.0	16.0	-1.0	NED18-7b_LP-DIR-AF										hargrave 2018-10-07 07:54:15	u			0.08	0.0175	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED18-7	pmagpy-4.2.25: demag_gui	NED18-7b			
								This study									lc	55.2	152.7	28.0	3.1	2.0	5.0	0.0	NED18-7b_LP-DIR-AF										hargrave 2018-10-07 07:54:15	u			0.0075	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED18-7	pmagpy-4.2.25: demag_gui	NED18-7b			
								This study									mc	2.0	337.4	67.2	2.0	2.0	16.0	0.0	NED18-7b_LP-DIR-AF										hargrave 2018-10-07 07:54:15	u			0.08	0.0175	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED18-7	pmagpy-4.2.25: demag_gui	NED18-7b			
								This study																																			LP-NOMAG								NED18-7		NED18-7b			
								This study									mc	0.5	168.8	58.8	0.5	2.0	17.0	-1.0	NED18-8b_LP-DIR-AF										hargrave 2018-10-07 08:38:44	u			0.08	0.015	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED18-8	pmagpy-4.2.25: demag_gui	NED18-8b			
								This study									lc	40.0	175.5	9.2	0.7	2.0	5.0	-1.0	NED18-8b_LP-DIR-AF										hargrave 2018-10-07 08:38:44	u			0.01	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED18-8	pmagpy-4.2.25: demag_gui	NED18-8b			
								This study									mc	0.5	352.9	67.0	0.5	2.0	17.0	0.0	NED18-8b_LP-DIR-AF										hargrave 2018-10-07 08:38:44	u			0.08	0.015	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED18-8	pmagpy-4.2.25: demag_gui	NED18-8b			
								This study									lc	40.0	148.5	61.9	0.7	2.0	5.0	0.0	NED18-8b_LP-DIR-AF										hargrave 2018-10-07 08:38:44	u			0.01	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED18-8	pmagpy-4.2.25: demag_gui	NED18-8b			
								This study																																			LP-NOMAG								NED18-8		NED18-8b			
								This study									mc	1.1	325.6	-26.0	1.1	1.0	6.0	-1.0	NED19-1b_LP-DIR-AF										hargrave 2018-10-07 09:32:17	u			0.035	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-1	pmagpy-4.2.25: demag_gui	NED19-1b			
								This study									mc	1.1	58.5	-46.0	1.1	1.0	6.0	0.0	NED19-1b_LP-DIR-AF										hargrave 2018-10-07 09:32:17	u			0.035	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-1	pmagpy-4.2.25: demag_gui	NED19-1b			
								This study																																			LP-NOMAG								NED19-1		NED19-1b			
								This study									mc	1.1	330.1	-11.4	0.6	2.0	11.0	-1.0	NED19-2b_LP-DIR-AF										hargrave 2018-10-07 10:20:44	u			0.06	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-2	pmagpy-4.2.25: demag_gui	NED19-2b			
								This study									llc	20.8	351.3	-18.9	5.7	2.0	6.0	-1.0	NED19-2b_LP-DIR-AF										hargrave 2018-10-07 10:20:44	u			0.005	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-2	pmagpy-4.2.25: demag_gui	NED19-2b			
								This study									llc	20.8	85.8	-47.4	5.7	2.0	6.0	0.0	NED19-2b_LP-DIR-AF										hargrave 2018-10-07 10:20:44	u			0.005	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-2	pmagpy-4.2.25: demag_gui	NED19-2b			
								This study									mc	1.1	61.0	-35.8	0.6	2.0	11.0	0.0	NED19-2b_LP-DIR-AF										hargrave 2018-10-07 10:20:44	u			0.06	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-2	pmagpy-4.2.25: demag_gui	NED19-2b			
								This study																																			LP-NOMAG								NED19-2		NED19-2b			
								This study									mc	2.5	129.2	-63.0	0.8	2.0	6.0	-1.0	NED19-3b_LP-DIR-AF										hargrave 2018-10-07 11:04:46	u			0.035	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-3	pmagpy-4.2.25: demag_gui	NED19-3b			
								This study									llc	30.7	138.9	-24.8	11.8	2.0	6.0	-1.0	NED19-3b_LP-DIR-AF										hargrave 2018-10-07 11:04:46	u			0.005	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-3	pmagpy-4.2.25: demag_gui	NED19-3b			
								This study									llc	30.7	55.7	-7.6	11.8	2.0	6.0	0.0	NED19-3b_LP-DIR-AF										hargrave 2018-10-07 11:04:46	u			0.005	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-3	pmagpy-4.2.25: demag_gui	NED19-3b			
								This study									mc	2.5	62.3	-46.0	0.8	2.0	6.0	0.0	NED19-3b_LP-DIR-AF										hargrave 2018-10-07 11:04:46	u			0.035	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-3	pmagpy-4.2.25: demag_gui	NED19-3b			
								This study																																			LP-NOMAG								NED19-3		NED19-3b			
								This study									mc	0.5	162.9	-63.5	1.4	2.0	8.0	-1.0	NED19-4b_LP-DIR-AF										hargrave 2018-10-12 20:29:42	u			0.045	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-4	pmagpy-4.2.25: demag_gui	NED19-4b			
								This study									llc	29.0	201.2	-30.6	8.2	2.0	3.0	-1.0	NED19-4b_LP-DIR-AF										hargrave 2018-10-12 20:29:42	u			0.002	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-4	pmagpy-4.2.25: demag_gui	NED19-4b			
								This study									mc	0.5	72.7	-42.0	1.4	2.0	8.0	0.0	NED19-4b_LP-DIR-AF										hargrave 2018-10-12 20:29:42	u			0.045	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-4	pmagpy-4.2.25: demag_gui	NED19-4b			
								This study									llc	29.0	101.3	-9.8	8.2	2.0	3.0	0.0	NED19-4b_LP-DIR-AF										hargrave 2018-10-12 20:29:42	u			0.002	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-4	pmagpy-4.2.25: demag_gui	NED19-4b			
								This study																																			LP-NOMAG								NED19-4		NED19-4b			
								This study									mc	0.4	239.4	-75.1	0.6	2.0	17.0	-1.0	NED19-5b_LP-DIR-AF										hargrave 2018-10-12 21:14:18	u			0.1	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-5	pmagpy-4.2.25: demag_gui	NED19-5b			
								This study									llc	52.8	198.2	-7.9	6.9	2.0	5.0	-1.0	NED19-5b_LP-DIR-AF										hargrave 2018-10-12 21:14:18	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-5	pmagpy-4.2.25: demag_gui	NED19-5b			
								This study									llc	52.8	63.9	11.1	6.9	2.0	5.0	0.0	NED19-5b_LP-DIR-AF										hargrave 2018-10-12 21:14:18	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-5	pmagpy-4.2.25: demag_gui	NED19-5b			
								This study									mc	0.4	71.5	-59.7	0.6	2.0	17.0	0.0	NED19-5b_LP-DIR-AF										hargrave 2018-10-12 21:14:18	u			0.1	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-5	pmagpy-4.2.25: demag_gui	NED19-5b			
								This study																																			LP-NOMAG								NED19-5		NED19-5b			
								This study									mc	3.3	358.0	-50.2	1.1	2.0	16.0	-1.0	NED19-6b_LP-DIR-AF										hargrave 2018-10-12 22:09:33	u			0.13	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-6	pmagpy-4.2.25: demag_gui	NED19-6b			
								This study									lc	41.3	274.3	34.4	2.0	2.0	4.0	-1.0	NED19-6b_LP-DIR-AF										hargrave 2018-10-12 22:09:33	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-6	pmagpy-4.2.25: demag_gui	NED19-6b			
								This study									mc	3.3	242.6	-73.1	1.1	2.0	16.0	0.0	NED19-6b_LP-DIR-AF										hargrave 2018-10-12 22:09:33	u			0.13	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-6	pmagpy-4.2.25: demag_gui	NED19-6b			
								This study									lc	41.3	175.7	29.7	2.0	2.0	4.0	0.0	NED19-6b_LP-DIR-AF										hargrave 2018-10-12 22:09:33	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-6	pmagpy-4.2.25: demag_gui	NED19-6b			
								This study																																			LP-NOMAG								NED19-6		NED19-6b			
								This study									lt	10.0	337.9	-44.1	1.5	1.0	9.0	-1.0	NED19-7a_LP-DIR-T										hargrave 2019-01-19 21:13:44	u			748.0	423.0	K		LP-DIR-T:DE-BFL:DA-DIR						b		NED19-7	pmagpy-4.2.25: demag_gui	NED19-7a			
								This study									lt	10.0	143.4	-74.2	1.5	1.0	9.0	0.0	NED19-7a_LP-DIR-T										hargrave 2019-01-19 21:13:44	u			748.0	423.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						b		NED19-7	pmagpy-4.2.25: demag_gui	NED19-7a			
								This study																																			LP-NOMAG								NED19-7		NED19-7a			
								This study									mc	14.9	204.3	41.6	3.9	3.0	10.0	-1.0	NED19-7b_LP-DIR-AF										hargrave 2018-10-12 22:52:28	u			0.05	0.0175	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED19-7	pmagpy-4.2.25: demag_gui	NED19-7b			
								This study									llc	34.6	347.8	-25.1	6.9	3.0	4.0	-1.0	NED19-7b_LP-DIR-AF										hargrave 2018-10-12 22:52:28	u			0.003	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-7	pmagpy-4.2.25: demag_gui	NED19-7b			
								This study									lc	13.4	347.1	-63.6	1.2	3.0	4.0	-1.0	NED19-7b_LP-DIR-AF										hargrave 2018-10-12 22:52:28	u			0.0125	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-7	pmagpy-4.2.25: demag_gui	NED19-7b			
								This study									lc	13.4	77.5	-69.1	1.2	3.0	4.0	0.0	NED19-7b_LP-DIR-AF										hargrave 2018-10-12 22:52:28	u			0.0125	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-7	pmagpy-4.2.25: demag_gui	NED19-7b			
								This study									mc	14.9	152.1	72.1	3.9	3.0	10.0	0.0	NED19-7b_LP-DIR-AF										hargrave 2018-10-12 22:52:28	u			0.05	0.0175	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED19-7	pmagpy-4.2.25: demag_gui	NED19-7b			
								This study									llc	34.6	209.6	-68.6	6.9	3.0	4.0	0.0	NED19-7b_LP-DIR-AF										hargrave 2018-10-12 22:52:28	u			0.003	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-7	pmagpy-4.2.25: demag_gui	NED19-7b			
								This study																																			LP-NOMAG								NED19-7		NED19-7b			
								This study									lt	86.2	303.9	-22.7	12.6	2.0	3.0	-1.0	NED19-8a_LP-DIR-T										hargrave 2019-01-19 21:15:17	u			423.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR						b		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8a			
								This study									mt	4.1	230.1	57.0	1.6	2.0	4.0	-1.0	NED19-8a_LP-DIR-T										hargrave 2019-01-19 21:15:17	u			853.0	838.0	K		LP-DIR-T:DE-BFL:DA-DIR						b		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8a			
								This study									mt	4.1	198.7	55.8	1.6	2.0	4.0	0.0	NED19-8a_LP-DIR-T										hargrave 2019-01-19 21:15:17	u			853.0	838.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						b		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8a			
								This study									lt	86.2	161.9	-39.7	12.6	2.0	3.0	0.0	NED19-8a_LP-DIR-T										hargrave 2019-01-19 21:15:17	u			423.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						b		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8a			
								This study																																			LP-NOMAG								NED19-8		NED19-8a			
								This study									lc	86.1	296.9	-23.8	2.2	3.0	3.0	-1.0	NED19-8b_LP-DIR-AF										hargrave 2018-10-12 23:35:11	u			0.002	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8b			
								This study									mc	9.6	203.2	43.5	2.0	3.0	6.0	-1.0	NED19-8b_LP-DIR-AF										hargrave 2018-10-12 23:35:11	u			0.03	0.0175	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8b			
								This study									hc	13.1	164.5	68.2	9.7	3.0	5.0	-1.0	NED19-8b_LP-DIR-AF										hargrave 2018-10-12 23:35:11	u			0.11	0.075	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8b			
								This study									mc	9.6	166.5	73.2	2.0	3.0	6.0	0.0	NED19-8b_LP-DIR-AF										hargrave 2018-10-12 23:35:11	u			0.03	0.0175	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8b			
								This study									lc	86.1	155.9	-35.3	2.2	3.0	3.0	0.0	NED19-8b_LP-DIR-AF										hargrave 2018-10-12 23:35:11	u			0.002	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8b			
								This study									hc	13.1	259.7	63.5	9.7	3.0	5.0	0.0	NED19-8b_LP-DIR-AF										hargrave 2018-10-12 23:35:11	u			0.11	0.075	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED19-8	pmagpy-4.2.25: demag_gui	NED19-8b			
								This study																																			LP-NOMAG								NED19-8		NED19-8b			
								This study									lt	55.7	157.8	42.6	6.8	2.0	3.0	-1.0	NED2-1a_LP-DIR-T										hargrave 2019-01-19 20:59:49	u			623.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-1	pmagpy-4.2.25: demag_gui	NED2-1a			
								This study									mt	0.2	196.7	-4.6	1.1	2.0	7.0	-1.0	NED2-1a_LP-DIR-T										hargrave 2019-01-19 20:59:49	u			828.0	788.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-1	pmagpy-4.2.25: demag_gui	NED2-1a			
								This study									lt	55.7	290.9	44.8	6.8	2.0	3.0	0.0	NED2-1a_LP-DIR-T										hargrave 2019-01-19 20:59:49	u			623.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						g		NED2-1	pmagpy-4.2.25: demag_gui	NED2-1a			
								This study									mt	0.2	156.3	72.0	1.1	2.0	7.0	0.0	NED2-1a_LP-DIR-T										hargrave 2019-01-19 20:59:49	u			828.0	788.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						g		NED2-1	pmagpy-4.2.25: demag_gui	NED2-1a			
								This study																																			LP-NOMAG								NED2-1		NED2-1a			
								This study									mc	6.0	195.4	-2.5	0.5	2.0	6.0	-1.0	NED2-1b_LP-DIR-AF										hargrave 2018-09-22 00:41:02	u			0.05	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED2-1	pmagpy-4.2.25: demag_gui	NED2-1b			
								This study									lc	23.6	170.1	-2.6	5.8	2.0	4.0	-1.0	NED2-1b_LP-DIR-AF										hargrave 2018-09-22 00:41:02	u			0.0075	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED2-1	pmagpy-4.2.25: demag_gui	NED2-1b			
								This study									lc	23.6	22.8	79.1	5.8	2.0	4.0	0.0	NED2-1b_LP-DIR-AF										hargrave 2018-09-22 00:41:02	u			0.0075	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED2-1	pmagpy-4.2.25: demag_gui	NED2-1b			
								This study									mc	6.0	161.7	74.0	0.5	2.0	6.0	0.0	NED2-1b_LP-DIR-AF										hargrave 2018-09-22 00:41:02	u			0.05	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED2-1	pmagpy-4.2.25: demag_gui	NED2-1b			
								This study																																			LP-NOMAG								NED2-1		NED2-1b			
								This study									lt	48.7	170.1	50.0	3.9	2.0	4.0	-1.0	NED2-2a_LP-DIR-T										hargrave 2019-01-19 21:01:18	u			673.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2a			
								This study									mt	1.7	198.9	0.2	1.6	2.0	11.0	-1.0	NED2-2a_LP-DIR-T										hargrave 2019-01-19 21:01:18	u			853.0	803.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2a			
								This study									lt	48.7	274.0	45.2	3.9	2.0	4.0	0.0	NED2-2a_LP-DIR-T										hargrave 2019-01-19 21:01:18	u			673.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2a			
								This study									mt	1.7	158.6	70.3	1.6	2.0	11.0	0.0	NED2-2a_LP-DIR-T										hargrave 2019-01-19 21:01:18	u			853.0	803.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2a			
								This study																																			LP-NOMAG								NED2-2		NED2-2a			
								This study									hc	0.0	206.0	62.0	8.3	3.0	6.0	-1.0	NED2-2b_LP-DIR-AF										hargrave 2018-09-22 01:25:07	u			0.13	0.08	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2b			
								This study									hc	0.0	251.1	30.8	8.3	3.0	6.0	0.0	NED2-2b_LP-DIR-AF										hargrave 2018-09-22 01:25:07	u			0.13	0.08	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2b			
								This study									mc	16.8	194.9	3.5	2.1	3.0	6.0	-1.0	NED2-2b_LP-DIR-AF										hargrave 2018-09-22 01:25:07	u			0.05	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2b			
								This study									lc	34.2	162.6	-5.1	5.9	3.0	4.0	-1.0	NED2-2b_LP-DIR-AF										hargrave 2018-09-22 01:25:07	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2b			
								This study									mc	16.8	166.2	75.0	2.1	3.0	6.0	0.0	NED2-2b_LP-DIR-AF										hargrave 2018-09-22 01:25:07	u			0.05	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2b			
								This study									lc	34.2	27.1	69.4	5.9	3.0	4.0	0.0	NED2-2b_LP-DIR-AF										hargrave 2018-09-22 01:25:07	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED2-2	pmagpy-4.2.25: demag_gui	NED2-2b			
								This study																																			LP-NOMAG								NED2-2		NED2-2b			
								This study									lt	38.7	136.6	45.6	6.3	2.0	4.0	-1.0	NED2-3a_LP-DIR-T										hargrave 2019-01-19 21:02:55	u			673.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3a			
								This study									mt	13.0	195.2	15.1	2.8	2.0	4.0	-1.0	NED2-3a_LP-DIR-T										hargrave 2019-01-19 21:02:55	u			823.0	808.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3a			
								This study									lt	38.7	270.4	37.8	6.3	2.0	4.0	0.0	NED2-3a_LP-DIR-T										hargrave 2019-01-19 21:02:55	u			673.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3a			
								This study									mt	13.0	166.5	73.9	2.8	2.0	4.0	0.0	NED2-3a_LP-DIR-T										hargrave 2019-01-19 21:02:55	u			823.0	808.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3a			
								This study																																			LP-NOMAG								NED2-3		NED2-3a			
								This study									hc	0.0	126.8	59.5	6.4	3.0	6.0	-1.0	NED2-3b_LP-DIR-AF										hargrave 2018-09-22 02:10:41	u			0.13	0.08	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3b			
								This study									hc	0.0	259.8	25.8	6.4	3.0	6.0	0.0	NED2-3b_LP-DIR-AF										hargrave 2018-09-22 02:10:41	u			0.13	0.08	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3b			
								This study									mc	32.1	189.5	18.3	0.9	3.0	3.0	-1.0	NED2-3b_LP-DIR-AF										hargrave 2018-09-22 02:10:41	u			0.045	0.035	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3b			
								This study									lc	34.8	174.0	-10.5	1.6	3.0	4.0	-1.0	NED2-3b_LP-DIR-AF										hargrave 2018-09-22 02:10:41	u			0.003	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3b			
								This study									mc	32.1	189.2	76.9	0.9	3.0	3.0	0.0	NED2-3b_LP-DIR-AF										hargrave 2018-09-22 02:10:41	u			0.045	0.035	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3b			
								This study									lc	34.8	35.7	69.6	1.6	3.0	4.0	0.0	NED2-3b_LP-DIR-AF										hargrave 2018-09-22 02:10:41	u			0.003	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED2-3	pmagpy-4.2.25: demag_gui	NED2-3b			
								This study																																			LP-NOMAG								NED2-3		NED2-3b			
								This study									mt	7.0	197.3	26.0	2.0	2.0	5.0	-1.0	NED2-4a_LP-DIR-T										hargrave 2019-01-19 21:04:44	u			828.0	808.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4a			
								This study									lt	39.7	143.5	70.8	15.4	2.0	3.0	-1.0	NED2-4a_LP-DIR-T										hargrave 2019-01-19 21:04:44	u			623.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4a			
								This study									mt	7.0	163.2	74.5	2.0	2.0	5.0	0.0	NED2-4a_LP-DIR-T										hargrave 2019-01-19 21:04:44	u			828.0	808.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4a			
								This study									lt	39.7	268.1	41.6	15.4	2.0	3.0	0.0	NED2-4a_LP-DIR-T										hargrave 2019-01-19 21:04:44	u			623.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4a			
								This study																																			LP-NOMAG								NED2-4		NED2-4a			
								This study									lc	37.0	174.8	3.4	1.0	3.0	4.0	-1.0	NED2-4b_LP-DIR-AF										hargrave 2018-09-22 02:53:56	u			0.003	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4b			
								This study									hc	7.6	195.0	83.4	22.0	3.0	5.0	-1.0	NED2-4b_LP-DIR-AF										hargrave 2018-09-22 02:53:56	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4b			
								This study									mc	21.5	200.7	30.9	3.6	3.0	5.0	-1.0	NED2-4b_LP-DIR-AF										hargrave 2018-09-22 02:53:56	u			0.04	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4b			
								This study									mc	21.5	180.1	71.5	3.6	3.0	5.0	0.0	NED2-4b_LP-DIR-AF										hargrave 2018-09-22 02:53:56	u			0.04	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4b			
								This study									hc	7.6	250.8	33.4	22.0	3.0	5.0	0.0	NED2-4b_LP-DIR-AF										hargrave 2018-09-22 02:53:56	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4b			
								This study									lc	37.0	60.1	65.9	1.0	3.0	4.0	0.0	NED2-4b_LP-DIR-AF										hargrave 2018-09-22 02:53:56	u			0.003	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED2-4	pmagpy-4.2.25: demag_gui	NED2-4b			
								This study																																			LP-NOMAG								NED2-4		NED2-4b			
								This study									lt	44.2	136.8	73.8	11.1	2.0	3.0	-1.0	NED2-5a_LP-DIR-T										hargrave 2019-01-19 21:07:41	u			673.0	573.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-5	pmagpy-4.2.25: demag_gui	NED2-5a			
								This study									mt	7.2	197.0	25.5	1.2	2.0	3.0	-1.0	NED2-5a_LP-DIR-T										hargrave 2019-01-19 21:07:41	u			823.0	813.0	K		LP-DIR-T:DE-BFL:DA-DIR						g		NED2-5	pmagpy-4.2.25: demag_gui	NED2-5a			
